ItemId,PropertyId,Value
FantasyHeroes.Basic.Armor.FireWarriorArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.FireWarriorArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.FireWizardArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.FireWizardArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.FireWizardArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.FireWizardArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.FireWizardArmor.boots,Speed,1
Extensions.Epic.Armor.FlexureArmor.vest,HealthMax,15
Extensions.Epic.Armor.FlexureArmor.vest,Blocking,3
Extensions.Epic.Armor.FlexureArmor.vest,Damage,2
Extensions.Epic.Armor.FlexureArmor.vest,Speed,0.5
Extensions.Epic.Armor.FlexureArmor.boots,Speed,1
Extensions.Epic.Armor.FlexureArmorTypeB.vest,HealthMax,15
Extensions.Epic.Armor.FlexureArmorTypeB.vest,Blocking,3
Extensions.Epic.Armor.FlexureArmorTypeB.vest,Damage,2
Extensions.Epic.Armor.FlexureArmorTypeB.vest,Speed,0.5
Extensions.Epic.Armor.FlexureArmorTypeB.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.ForesterTunic.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.ForesterTunic.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.ForesterTunic.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.ForesterTunic.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.ForesterTunic.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.ForestKeeperVestment.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.ForestKeeperVestment.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.ForestKeeperVestment.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.ForestKeeperVestment.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.ForestKeeperVestment.boots,Speed,1
Extensions.Epic.Armor.ForestWhispererOutfit.vest,HealthMax,15
Extensions.Epic.Armor.ForestWhispererOutfit.vest,Blocking,3
Extensions.Epic.Armor.ForestWhispererOutfit.vest,Damage,2
Extensions.Epic.Armor.ForestWhispererOutfit.vest,Speed,0.5
Extensions.Epic.Armor.ForestWhispererOutfit.boots,Speed,1
FantasyHeroes.Thrones.Armor.FreeFolk [Paint].vest,HealthMax,15
FantasyHeroes.Thrones.Armor.FreeFolk [Paint].vest,Blocking,3
FantasyHeroes.Thrones.Armor.FreeFolk [Paint].vest,Damage,2
FantasyHeroes.Thrones.Armor.FreeFolk [Paint].vest,Speed,0.5
FantasyHeroes.Thrones.Armor.FreeFolk [Paint].boots,Speed,1
Extensions.AbandonedWorkshop.Armor.FrostRobe.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.FrostRobe.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.FrostRobe.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.FrostRobe.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.FrostRobe.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.FrozenMightRobe.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.FrozenMightRobe.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.FrozenMightRobe.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.FrozenMightRobe.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.FrozenMightRobe.boots,Speed,1
UndeadHeroes.Furry.Armor.GadiatorLoincloth.vest,HealthMax,15
UndeadHeroes.Furry.Armor.GadiatorLoincloth.vest,Blocking,3
UndeadHeroes.Furry.Armor.GadiatorLoincloth.vest,Damage,2
UndeadHeroes.Furry.Armor.GadiatorLoincloth.vest,Speed,0.5
UndeadHeroes.Furry.Armor.GadiatorLoincloth.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.GenieVestment.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.GenieVestment.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.GenieVestment.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.GenieVestment.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.GenieVestment.boots,Speed,1
FantasyHeroes.Knights.Armor.GguardsmenArmor [Paint].vest,HealthMax,15
FantasyHeroes.Knights.Armor.GguardsmenArmor [Paint].vest,Blocking,3
FantasyHeroes.Knights.Armor.GguardsmenArmor [Paint].vest,Damage,2
FantasyHeroes.Knights.Armor.GguardsmenArmor [Paint].vest,Speed,0.5
FantasyHeroes.Knights.Armor.GguardsmenArmor [Paint].boots,Speed,1
FantasyHeroes.Basic.Armor.GladiatorArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.GladiatorArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.GladiatorArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.GladiatorArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.GladiatorArmor.boots,Speed,1
FantasyHeroes.Thrones.Armor.GoldLion.vest,HealthMax,15
FantasyHeroes.Thrones.Armor.GoldLion.vest,Blocking,3
FantasyHeroes.Thrones.Armor.GoldLion.vest,Damage,2
FantasyHeroes.Thrones.Armor.GoldLion.vest,Speed,0.5
FantasyHeroes.Thrones.Armor.GoldLion.boots,Speed,1
FantasyHeroes.Basic.Armor.GreyKnight.vest,HealthMax,15
FantasyHeroes.Basic.Armor.GreyKnight.vest,Blocking,3
FantasyHeroes.Basic.Armor.GreyKnight.vest,Damage,2
FantasyHeroes.Basic.Armor.GreyKnight.vest,Speed,0.5
FantasyHeroes.Basic.Armor.GreyKnight.boots,Speed,1
Extensions.Epic.Armor.GrimReaperRobe.vest,HealthMax,15
Extensions.Epic.Armor.GrimReaperRobe.vest,Blocking,3
Extensions.Epic.Armor.GrimReaperRobe.vest,Damage,2
Extensions.Epic.Armor.GrimReaperRobe.vest,Speed,0.5
Extensions.Epic.Armor.GrimReaperRobe.boots,Speed,1
FantasyHeroes.Basic.Armor.GuardArmor [Paint].vest,HealthMax,15
FantasyHeroes.Basic.Armor.GuardArmor [Paint].vest,Blocking,3
FantasyHeroes.Basic.Armor.GuardArmor [Paint].vest,Damage,2
FantasyHeroes.Basic.Armor.GuardArmor [Paint].vest,Speed,0.5
FantasyHeroes.Basic.Armor.GuardArmor [Paint].boots,Speed,1
Extensions.AbandonedWorkshop.Armor.GuildArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.GuildArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.GuildArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.GuildArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.GuildArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.HalberdierArmor [Paint].vest,HealthMax,15
FantasyHeroes.Basic.Armor.HalberdierArmor [Paint].vest,Blocking,3
FantasyHeroes.Basic.Armor.HalberdierArmor [Paint].vest,Damage,2
FantasyHeroes.Basic.Armor.HalberdierArmor [Paint].vest,Speed,0.5
FantasyHeroes.Basic.Armor.HalberdierArmor [Paint].boots,Speed,1
Extensions.Epic.Armor.HeavenlyArmor.vest,HealthMax,15
Extensions.Epic.Armor.HeavenlyArmor.vest,Blocking,3
Extensions.Epic.Armor.HeavenlyArmor.vest,Damage,2
Extensions.Epic.Armor.HeavenlyArmor.vest,Speed,0.5
Extensions.Epic.Armor.HeavenlyArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.HeavyArmor [Paint].vest,HealthMax,15
FantasyHeroes.Basic.Armor.HeavyArmor [Paint].vest,Blocking,3
FantasyHeroes.Basic.Armor.HeavyArmor [Paint].vest,Damage,2
FantasyHeroes.Basic.Armor.HeavyArmor [Paint].vest,Speed,0.5
FantasyHeroes.Basic.Armor.HeavyArmor [Paint].boots,Speed,1
FantasyHeroes.Basic.Armor.Hermit.vest,HealthMax,15
FantasyHeroes.Basic.Armor.Hermit.vest,Blocking,3
FantasyHeroes.Basic.Armor.Hermit.vest,Damage,2
FantasyHeroes.Basic.Armor.Hermit.vest,Speed,0.5
FantasyHeroes.Basic.Armor.Hermit.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.HighCrusaderArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.HighCrusaderArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.HighCrusaderArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.HighCrusaderArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.HighCrusaderArmor.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.HighKnightArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.HighKnightArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.HighKnightArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.HighKnightArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.HighKnightArmor.boots,Speed,1
FantasyHeroes.Thrones.Armor.HorseLord.vest,HealthMax,15
FantasyHeroes.Thrones.Armor.HorseLord.vest,Blocking,3
FantasyHeroes.Thrones.Armor.HorseLord.vest,Damage,2
FantasyHeroes.Thrones.Armor.HorseLord.vest,Speed,0.5
FantasyHeroes.Thrones.Armor.HorseLord.boots,Speed,1
FantasyHeroes.Basic.Armor.Hunter.vest,HealthMax,15
FantasyHeroes.Basic.Armor.Hunter.vest,Blocking,3
FantasyHeroes.Basic.Armor.Hunter.vest,Damage,2
FantasyHeroes.Basic.Armor.Hunter.vest,Speed,0.5
FantasyHeroes.Basic.Armor.Hunter.boots,Speed,1
FantasyHeroes.Basic.Armor.HunterLightArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.HunterLightArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.HunterLightArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.HunterLightArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.HunterLightArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.HunterTunic.vest,HealthMax,15
FantasyHeroes.Basic.Armor.HunterTunic.vest,Blocking,3
FantasyHeroes.Basic.Armor.HunterTunic.vest,Damage,2
FantasyHeroes.Basic.Armor.HunterTunic.vest,Speed,0.5
FantasyHeroes.Basic.Armor.HunterTunic.boots,Speed,1
FantasyHeroes.Basic.Armor.IceWizardArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.IceWizardArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.IceWizardArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.IceWizardArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.IceWizardArmor.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.IllusionMantle.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.IllusionMantle.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.IllusionMantle.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.IllusionMantle.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.IllusionMantle.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.Imperial TemplarArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.Imperial TemplarArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.Imperial TemplarArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.Imperial TemplarArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.Imperial TemplarArmor.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.ImperialKnight Cuirass.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.ImperialKnight Cuirass.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.ImperialKnight Cuirass.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.ImperialKnight Cuirass.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.ImperialKnight Cuirass.boots,Speed,1
Extensions.Epic.Armor.IncorruptibleArmor.vest,HealthMax,15
Extensions.Epic.Armor.IncorruptibleArmor.vest,Blocking,3
Extensions.Epic.Armor.IncorruptibleArmor.vest,Damage,2
Extensions.Epic.Armor.IncorruptibleArmor.vest,Speed,0.5
Extensions.Epic.Armor.IncorruptibleArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.InquisitorArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.InquisitorArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.InquisitorArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.InquisitorArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.InquisitorArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.IronArmor [Paint].vest,HealthMax,15
FantasyHeroes.Basic.Armor.IronArmor [Paint].vest,Blocking,3
FantasyHeroes.Basic.Armor.IronArmor [Paint].vest,Damage,2
FantasyHeroes.Basic.Armor.IronArmor [Paint].vest,Speed,0.5
FantasyHeroes.Basic.Armor.IronArmor [Paint].boots,Speed,1
Extensions.AbandonedWorkshop.Armor.IronCuirass.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.IronCuirass.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.IronCuirass.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.IronCuirass.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.IronCuirass.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.IronHunterArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.IronHunterArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.IronHunterArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.IronHunterArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.IronHunterArmor.boots,Speed,1
FantasyHeroes.Thrones.Armor.IronIslands.vest,HealthMax,15
FantasyHeroes.Thrones.Armor.IronIslands.vest,Blocking,3
FantasyHeroes.Thrones.Armor.IronIslands.vest,Damage,2
FantasyHeroes.Thrones.Armor.IronIslands.vest,Speed,0.5
FantasyHeroes.Thrones.Armor.IronIslands.boots,Speed,1
FantasyHeroes.Basic.Armor.IronPlateArmor [Paint].vest,HealthMax,15
FantasyHeroes.Basic.Armor.IronPlateArmor [Paint].vest,Blocking,3
FantasyHeroes.Basic.Armor.IronPlateArmor [Paint].vest,Damage,2
FantasyHeroes.Basic.Armor.IronPlateArmor [Paint].vest,Speed,0.5
FantasyHeroes.Basic.Armor.IronPlateArmor [Paint].boots,Speed,1
FantasyHeroes.Knights.Armor.KnightArmor.vest,HealthMax,15
FantasyHeroes.Knights.Armor.KnightArmor.vest,Blocking,3
FantasyHeroes.Knights.Armor.KnightArmor.vest,Damage,2
FantasyHeroes.Knights.Armor.KnightArmor.vest,Speed,0.5
FantasyHeroes.Knights.Armor.KnightArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.KnightArmor [Paint].vest,HealthMax,15
FantasyHeroes.Basic.Armor.KnightArmor [Paint].vest,Blocking,3
FantasyHeroes.Basic.Armor.KnightArmor [Paint].vest,Damage,2
FantasyHeroes.Basic.Armor.KnightArmor [Paint].vest,Speed,0.5
FantasyHeroes.Basic.Armor.KnightArmor [Paint].boots,Speed,1
Extensions.Epic.Armor.Knyaz.vest,HealthMax,15
Extensions.Epic.Armor.Knyaz.vest,Blocking,3
Extensions.Epic.Armor.Knyaz.vest,Damage,2
Extensions.Epic.Armor.Knyaz.vest,Speed,0.5
Extensions.Epic.Armor.Knyaz.boots,Speed,1
Extensions.Epic.Armor.Kopeynik.vest,HealthMax,15
Extensions.Epic.Armor.Kopeynik.vest,Blocking,3
Extensions.Epic.Armor.Kopeynik.vest,Damage,2
Extensions.Epic.Armor.Kopeynik.vest,Speed,0.5
Extensions.Epic.Armor.Kopeynik.boots,Speed,1
FantasyHeroes.Basic.Armor.LandsknechtArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.LandsknechtArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.LandsknechtArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.LandsknechtArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.LandsknechtArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.LeatherJacket.vest,HealthMax,15
FantasyHeroes.Basic.Armor.LeatherJacket.vest,Blocking,3
FantasyHeroes.Basic.Armor.LeatherJacket.vest,Damage,2
FantasyHeroes.Basic.Armor.LeatherJacket.vest,Speed,0.5
FantasyHeroes.Basic.Armor.LeatherJacket.boots,Speed,1
FantasyHeroes.Basic.Armor.LeatherLightArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.LeatherLightArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.LeatherLightArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.LeatherLightArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.LeatherLightArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.LeatherRivetedArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.LeatherRivetedArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.LeatherRivetedArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.LeatherRivetedArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.LeatherRivetedArmor.boots,Speed,1
FantasyHeroes.Thrones.Armor.LittleLion.vest,HealthMax,15
FantasyHeroes.Thrones.Armor.LittleLion.vest,Blocking,3
FantasyHeroes.Thrones.Armor.LittleLion.vest,Damage,2
FantasyHeroes.Thrones.Armor.LittleLion.vest,Speed,0.5
FantasyHeroes.Thrones.Armor.LittleLion.boots,Speed,1
Extensions.Epic.Armor.Luchnik.vest,HealthMax,15
Extensions.Epic.Armor.Luchnik.vest,Blocking,3
Extensions.Epic.Armor.Luchnik.vest,Damage,2
Extensions.Epic.Armor.Luchnik.vest,Speed,0.5
Extensions.Epic.Armor.Luchnik.boots,Speed,1
Extensions.Epic.Armor.LushKnight.vest,HealthMax,15
Extensions.Epic.Armor.LushKnight.vest,Blocking,3
Extensions.Epic.Armor.LushKnight.vest,Damage,2
Extensions.Epic.Armor.LushKnight.vest,Speed,0.5
Extensions.Epic.Armor.LushKnight.boots,Speed,1
Extensions.Epic.Armor.MagnetismArmor.vest,HealthMax,15
Extensions.Epic.Armor.MagnetismArmor.vest,Blocking,3
Extensions.Epic.Armor.MagnetismArmor.vest,Damage,2
Extensions.Epic.Armor.MagnetismArmor.vest,Speed,0.5
Extensions.Epic.Armor.MagnetismArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.ManticoreArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.ManticoreArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.ManticoreArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.ManticoreArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.ManticoreArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.MarauderArmor [Paint].vest,HealthMax,15
FantasyHeroes.Basic.Armor.MarauderArmor [Paint].vest,Blocking,3
FantasyHeroes.Basic.Armor.MarauderArmor [Paint].vest,Damage,2
FantasyHeroes.Basic.Armor.MarauderArmor [Paint].vest,Speed,0.5
FantasyHeroes.Basic.Armor.MarauderArmor [Paint].boots,Speed,1
FantasyHeroes.Basic.Armor.MedievalBartender.vest,HealthMax,15
FantasyHeroes.Basic.Armor.MedievalBartender.vest,Blocking,3
FantasyHeroes.Basic.Armor.MedievalBartender.vest,Damage,2
FantasyHeroes.Basic.Armor.MedievalBartender.vest,Speed,0.5
FantasyHeroes.Basic.Armor.MedievalBartender.boots,Speed,1
FantasyHeroes.Basic.Armor.MedievalCook.vest,HealthMax,15
FantasyHeroes.Basic.Armor.MedievalCook.vest,Blocking,3
FantasyHeroes.Basic.Armor.MedievalCook.vest,Damage,2
FantasyHeroes.Basic.Armor.MedievalCook.vest,Speed,0.5
FantasyHeroes.Basic.Armor.MedievalCook.boots,Speed,1
FantasyHeroes.Basic.Armor.MercenaryArmor [Paint].vest,HealthMax,15
FantasyHeroes.Basic.Armor.MercenaryArmor [Paint].vest,Blocking,3
FantasyHeroes.Basic.Armor.MercenaryArmor [Paint].vest,Damage,2
FantasyHeroes.Basic.Armor.MercenaryArmor [Paint].vest,Speed,0.5
FantasyHeroes.Basic.Armor.MercenaryArmor [Paint].boots,Speed,1
FantasyHeroes.Basic.Armor.Militiaman.vest,HealthMax,15
FantasyHeroes.Basic.Armor.Militiaman.vest,Blocking,3
FantasyHeroes.Basic.Armor.Militiaman.vest,Damage,2
FantasyHeroes.Basic.Armor.Militiaman.vest,Speed,0.5
FantasyHeroes.Basic.Armor.Militiaman.boots,Speed,1
FantasyHeroes.Basic.Armor.MinerCostume.vest,HealthMax,15
FantasyHeroes.Basic.Armor.MinerCostume.vest,Blocking,3
FantasyHeroes.Basic.Armor.MinerCostume.vest,Damage,2
FantasyHeroes.Basic.Armor.MinerCostume.vest,Speed,0.5
FantasyHeroes.Basic.Armor.MinerCostume.boots,Speed,1
Extensions.Epic.Armor.MoonlightRobe.vest,HealthMax,15
Extensions.Epic.Armor.MoonlightRobe.vest,Blocking,3
Extensions.Epic.Armor.MoonlightRobe.vest,Damage,2
Extensions.Epic.Armor.MoonlightRobe.vest,Speed,0.5
Extensions.Epic.Armor.MoonlightRobe.boots,Speed,1
FantasyHeroes.Thrones.Armor.Mountain [Paint].vest,HealthMax,15
FantasyHeroes.Thrones.Armor.Mountain [Paint].vest,Blocking,3
FantasyHeroes.Thrones.Armor.Mountain [Paint].vest,Damage,2
FantasyHeroes.Thrones.Armor.Mountain [Paint].vest,Speed,0.5
FantasyHeroes.Thrones.Armor.Mountain [Paint].boots,Speed,1
UndeadHeroes.Mummies.Armor.MummyClothes1.vest,HealthMax,15
UndeadHeroes.Mummies.Armor.MummyClothes1.vest,Blocking,3
UndeadHeroes.Mummies.Armor.MummyClothes1.vest,Damage,2
UndeadHeroes.Mummies.Armor.MummyClothes1.vest,Speed,0.5
UndeadHeroes.Mummies.Armor.MummyClothes1.boots,Speed,1
UndeadHeroes.Mummies.Armor.MummyClothes2.vest,HealthMax,15
UndeadHeroes.Mummies.Armor.MummyClothes2.vest,Blocking,3
UndeadHeroes.Mummies.Armor.MummyClothes2.vest,Damage,2
UndeadHeroes.Mummies.Armor.MummyClothes2.vest,Speed,0.5
UndeadHeroes.Mummies.Armor.MummyClothes2.boots,Speed,1
UndeadHeroes.Mummies.Armor.MummyClothes3.vest,HealthMax,15
UndeadHeroes.Mummies.Armor.MummyClothes3.vest,Blocking,3
UndeadHeroes.Mummies.Armor.MummyClothes3.vest,Damage,2
UndeadHeroes.Mummies.Armor.MummyClothes3.vest,Speed,0.5
UndeadHeroes.Mummies.Armor.MummyClothes3.boots,Speed,1
UndeadHeroes.Mummies.Armor.MummyClothes4.vest,HealthMax,15
UndeadHeroes.Mummies.Armor.MummyClothes4.vest,Blocking,3
UndeadHeroes.Mummies.Armor.MummyClothes4.vest,Damage,2
UndeadHeroes.Mummies.Armor.MummyClothes4.vest,Speed,0.5
UndeadHeroes.Mummies.Armor.MummyClothes4.boots,Speed,1
FantasyHeroes.Basic.Armor.NativeVillager01.vest,HealthMax,15
FantasyHeroes.Basic.Armor.NativeVillager01.vest,Blocking,3
FantasyHeroes.Basic.Armor.NativeVillager01.vest,Damage,2
FantasyHeroes.Basic.Armor.NativeVillager01.vest,Speed,0.5
FantasyHeroes.Basic.Armor.NativeVillager01.boots,Speed,1
FantasyHeroes.Basic.Armor.NativeVillager02.vest,HealthMax,15
FantasyHeroes.Basic.Armor.NativeVillager02.vest,Blocking,3
FantasyHeroes.Basic.Armor.NativeVillager02.vest,Damage,2
FantasyHeroes.Basic.Armor.NativeVillager02.vest,Speed,0.5
FantasyHeroes.Basic.Armor.NativeVillager02.boots,Speed,1
FantasyHeroes.Basic.Armor.NecromancerArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.NecromancerArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.NecromancerArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.NecromancerArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.NecromancerArmor.boots,Speed,1
Extensions.Epic.Armor.NemeanArmorTypeA.vest,HealthMax,15
Extensions.Epic.Armor.NemeanArmorTypeA.vest,Blocking,3
Extensions.Epic.Armor.NemeanArmorTypeA.vest,Damage,2
Extensions.Epic.Armor.NemeanArmorTypeA.vest,Speed,0.5
Extensions.Epic.Armor.NemeanArmorTypeA.boots,Speed,1
Extensions.Epic.Armor.NemeanArmorTypeB.vest,HealthMax,15
Extensions.Epic.Armor.NemeanArmorTypeB.vest,Blocking,3
Extensions.Epic.Armor.NemeanArmorTypeB.vest,Damage,2
Extensions.Epic.Armor.NemeanArmorTypeB.vest,Speed,0.5
Extensions.Epic.Armor.NemeanArmorTypeB.boots,Speed,1
FantasyHeroes.Thrones.Armor.NightsWatch [Paint].vest,HealthMax,15
FantasyHeroes.Thrones.Armor.NightsWatch [Paint].vest,Blocking,3
FantasyHeroes.Thrones.Armor.NightsWatch [Paint].vest,Damage,2
FantasyHeroes.Thrones.Armor.NightsWatch [Paint].vest,Speed,0.5
FantasyHeroes.Thrones.Armor.NightsWatch [Paint].boots,Speed,1
FantasyHeroes.Samurai.Armor.Ninja1 [Paint].vest,HealthMax,15
FantasyHeroes.Samurai.Armor.Ninja1 [Paint].vest,Blocking,3
FantasyHeroes.Samurai.Armor.Ninja1 [Paint].vest,Damage,2
FantasyHeroes.Samurai.Armor.Ninja1 [Paint].vest,Speed,0.5
FantasyHeroes.Samurai.Armor.Ninja1 [Paint].boots,Speed,1
FantasyHeroes.Samurai.Armor.Ninja2 [Paint].vest,HealthMax,15
FantasyHeroes.Samurai.Armor.Ninja2 [Paint].vest,Blocking,3
FantasyHeroes.Samurai.Armor.Ninja2 [Paint].vest,Damage,2
FantasyHeroes.Samurai.Armor.Ninja2 [Paint].vest,Speed,0.5
FantasyHeroes.Samurai.Armor.Ninja2 [Paint].boots,Speed,1
FantasyHeroes.Samurai.Armor.Ninja3.vest,HealthMax,15
FantasyHeroes.Samurai.Armor.Ninja3.vest,Blocking,3
FantasyHeroes.Samurai.Armor.Ninja3.vest,Damage,2
FantasyHeroes.Samurai.Armor.Ninja3.vest,Speed,0.5
FantasyHeroes.Samurai.Armor.Ninja3.boots,Speed,1
FantasyHeroes.Basic.Armor.NinjaOutfit.vest,HealthMax,15
FantasyHeroes.Basic.Armor.NinjaOutfit.vest,Blocking,3
FantasyHeroes.Basic.Armor.NinjaOutfit.vest,Damage,2
FantasyHeroes.Basic.Armor.NinjaOutfit.vest,Speed,0.5
FantasyHeroes.Basic.Armor.NinjaOutfit.boots,Speed,1
Extensions.Epic.Armor.NobleKingArmor.vest,HealthMax,15
Extensions.Epic.Armor.NobleKingArmor.vest,Blocking,3
Extensions.Epic.Armor.NobleKingArmor.vest,Damage,2
Extensions.Epic.Armor.NobleKingArmor.vest,Speed,0.5
Extensions.Epic.Armor.NobleKingArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.Nomad.vest,HealthMax,15
FantasyHeroes.Basic.Armor.Nomad.vest,Blocking,3
FantasyHeroes.Basic.Armor.Nomad.vest,Damage,2
FantasyHeroes.Basic.Armor.Nomad.vest,Speed,0.5
FantasyHeroes.Basic.Armor.Nomad.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.NordicArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.NordicArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.NordicArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.NordicArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.NordicArmor.boots,Speed,1
Extensions.Epic.Armor.NorthmanArmor.vest,HealthMax,15
Extensions.Epic.Armor.NorthmanArmor.vest,Blocking,3
